"","cpid","livelihood.strategies","livelihood.category","incomeid","variable","value"
"4741","KHANDWA","Private salaried job (Bus Conductor ,Development officer in NGO,Paraworker,private school teacher,driver )","SALARIED JOB",1002,"v13",1
"4743","KHANDWA","social securty pension (Handicap, widow, Old age ) ","PENSION / REMITTANCES",1101,"v13",1
"4744","KHANDWA","local agriculture labor (sugarcane,soyabean and wheat harvesting)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v13",1
"4745","KHANDWA","local skilled labor (Mason, Carpenter)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"v13",1
"4746","KHANDWA","local unskilled labor (NREGA labor,labor for collecting tendu leaves)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v13",1
"4747","KHANDWA","migration for agriculture labor( wheat,soyabean and sugarcane harvesting)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1301,"v13",1
"4749","KHANDWA","migration for unskilled labor(construction site,Labor in private Company)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v13",1
"4750","MAHBUBNAGAR","rice ","AGRICULTURE",101,"v13",1
"4751","MAHBUBNAGAR","sorghum","AGRICULTURE",102,"v13",1
"4752","MAHBUBNAGAR","cotton","AGRICULTURE",103,"v13",1
"4753","MAHBUBNAGAR","pulses(blackgram,greengram,redgram,bengalgram,horsegram)","AGRICULTURE",104,"v13",1
"4754","MAHBUBNAGAR","ground nut","AGRICULTURE",105,"v13",1
"4756","MAHBUBNAGAR","sun flower","AGRICULTURE",107,"v13",1
"4757","MAHBUBNAGAR","sesame ","AGRICULTURE",108,"v13",1
"4758","MAHBUBNAGAR","castor","AGRICULTURE",109,"v13",1
"4759","MAHBUBNAGAR","sajja(type of sorghum)","AGRICULTURE",110,"v13",1
"4760","MAHBUBNAGAR","raagulu(type of sesame)","AGRICULTURE",111,"v13",1
"4761","MAHBUBNAGAR","vegetable(tomato,brinjal,onion,okra,chilli,bittergourd,sorakaya(type of brinjal),keera,beera(type of bitter gourd),potato,fenugreek,spinach and coriander)","AGRICULTURE",112,"v13",1
"4762","MAHBUBNAGAR","guava","TREE BASED LIVELIHOOD",201,"v13",1
"4763","MAHBUBNAGAR","sapota (type of apple)","TREE BASED LIVELIHOOD",202,"v13",1
"4765","MAHBUBNAGAR","custerd apple","TREE BASED LIVELIHOOD",204,"v13",1
"4767","MAHBUBNAGAR","mango orchard  (owner)","TREE BASED LIVELIHOOD",206,"v13",1
"4770","MAHBUBNAGAR","goat for meat","SHEEP/GOAT REARING",301,"v13",1
"4771","MAHBUBNAGAR","sheep for meat","SHEEP/GOAT REARING",302,"v13",1
"4772","MAHBUBNAGAR","cow for milk","DAIRY CATTLE",401,"v13",1
"4773","MAHBUBNAGAR","bullocks","DAIRY CATTLE",402,"v13",1
"4774","MAHBUBNAGAR","hen for meat","OTHER LIVESTOCKS",501,"v13",1
"4775","MAHBUBNAGAR","bullocks for agriculture","OTHER LIVESTOCKS",502,"v13",1
"4777","MAHBUBNAGAR","sale of cultivated fish(kora matta(slivercrap),kamshali,jellalu(rohi),botchallu(catla),royallu,rohathlu(grass craph)","FISHING/AQUACULTURE",602,"v13",1
"4780","MAHBUBNAGAR","consumer goods(stationary shop,cloth shop,selling fertilizer,grocery shop)","TRADE/BUSINESS/SERVICES",801,"v13",1
"4781","MAHBUBNAGAR","perhisable goods(mutton shop,chicken shop,tea shop,jewellary)","TRADE/BUSINESS/SERVICES",802,"v13",1
"4782","MAHBUBNAGAR","mechannical business(cycle repair shop,motor cycle repair shop)  ","TRADE/BUSINESS/SERVICES",803,"v13",1
"4784","MAHBUBNAGAR","private transport business(auto,tractor,lorry(owner))","TRADE/BUSINESS/SERVICES",805,"v13",1
"4786","MAHBUBNAGAR","pds dealer","TRADE/BUSINESS/SERVICES",807,"v13",1
"4788","MAHBUBNAGAR","govt.salaried job(teacher,police(s.i),conistable,village revenue officer,vatenary doctor,home guard,bank manager,sarpanch)","SALARIED JOB",1001,"v13",1
"4789","MAHBUBNAGAR","private salaried job(watchman,teacher,mechanic worker,sales man)","SALARIED JOB",1002,"v13",1
"4793","MAHBUBNAGAR","social secretary pension(old age pension,widow pension,disabled penson)","PENSION / REMITTANCES",1101,"v13",1
"4794","MAHBUBNAGAR","local agriculture labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v13",1
"4795","MAHBUBNAGAR","local skilled labor(centering worker,mistri,carpenter,welder)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"v13",1
"4796","MAHBUBNAGAR","local unskilled labor(construction labor)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v13",1
"4798","MAHBUBNAGAR","migratory skilled labor(mistri, dry cleanerwork in mumbai city)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1302,"v13",1
"4801","MALKANGIRI","Paddy","AGRICULTURE",102,"v13",1
"4802","MALKANGIRI","Ragi(millet)","AGRICULTURE",103,"v13",1
"4805","MALKANGIRI","Vegetable(Ash gourd, banglore baigano,beans,bitter gourd,bottle gourd,brinjal,butter beans,cabbage,cauliflower,chillies,dhonia,drumsticks,evy gourd,garlic,ginger,kidney beans,lady's finger,pumpkin,raddish,ridge gourd,snake gourd,kohlrabi,spinach,sweet root,tomato , tumeric)","AGRICULTURE",106,"v13",1
"4806","MALKANGIRI","pulses (black gram,boroboti,dongor rani, green gram, horse gram, jhudungo, pigeon pea)","AGRICULTURE",107,"v13",1
"4809","MALKANGIRI","onion","AGRICULTURE",110,"v13",1
"4811","MALKANGIRI","seasame","AGRICULTURE",112,"v13",1
"4813","MALKANGIRI","Sweet corn","AGRICULTURE",114,"v13",1
"4815","MALKANGIRI","papaya","TREE BASED LIVELIHOOD",202,"v13",1
"4816","MALKANGIRI","mahua fruit","TREE BASED LIVELIHOOD",203,"v13",1
"4817","MALKANGIRI","mango","TREE BASED LIVELIHOOD",204,"v13",1
"4818","MALKANGIRI","Tamarind","TREE BASED LIVELIHOOD",205,"v13",1
"4819","MALKANGIRI","Mahua Flower","TREE BASED LIVELIHOOD",206,"v13",1
"4820","MALKANGIRI","Goat for meat","SHEEP/GOAT REARING",301,"v13",1
"4821","MALKANGIRI","Sheep for meat","SHEEP/GOAT REARING",302,"v13",1
"4823","MALKANGIRI","Bullocks for agriculture","OTHER LIVESTOCKS",502,"v13",1
"4824","MALKANGIRI","Cow for agriculture","OTHER LIVESTOCKS",503,"v13",1
"4827","MALKANGIRI","hen for meat","OTHER LIVESTOCKS",506,"v13",1
"4829","MALKANGIRI","sale of wild fish(chigudi,kalipati,kapdu,moya)","FISHING/AQUACULTURE",601,"v13",1
"4830","MALKANGIRI","sale of cultivated fish(american carp,grass carp,silver carp,telapia)","FISHING/AQUACULTURE",602,"v13",1
"4834","MALKANGIRI","mahua(local drink)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",704,"v13",1
"4836","MALKANGIRI","Solopo(local drink)","TRADE/BUSINESS/SERVICES",801,"v13",1
"4837","MALKANGIRI","construction contractor(private/govt)","TRADE/BUSINESS/SERVICES",802,"v13",1
"4852","MALKANGIRI","charkoli monji(collected for oil)","NTFP COLLECTION",904,"v13",1
"4857","MALKANGIRI","Tendu leaf","NTFP COLLECTION",909,"v13",1
"4858","MALKANGIRI","mushroom","NTFP COLLECTION",910,"v13",1
"4859","MALKANGIRI","mahua fruit from forest","NTFP COLLECTION",911,"v13",1
"4861","MALKANGIRI","govt salaried job(Anganwadi helper,anganbadi karmi,army personnel, asha didi,clerk in malkangiri  college, peon in panchayat office, police, post master, peon in tahesildaar office,teacher,watchman)","SALARIED JOB",1002,"v13",1
"4863","MALKANGIRI","social security pension(disabled pension, old age pension, widow pension)","PENSION / REMITTANCES",1101,"v13",1
"4864","MALKANGIRI","local agriculture labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v13",1
"4865","MALKANGIRI","local skilled labor(carpenter, blacksmith,pottery,mistri,driver, painter,)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"v13",1
"4866","MALKANGIRI","local unskilled labor(construction labor,nrega labor,plumber)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v13",1
"4869","MALKANGIRI","migratory unkilled labor(construction labor, labor in factory)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v13",1
"4870","PALAMU","Maize","AGRICULTURE",101,"v13",1
"4871","PALAMU","Paddy","AGRICULTURE",102,"v13",1
"4872","PALAMU","Wheat","AGRICULTURE",103,"v13",1
"4875","PALAMU","Onion","AGRICULTURE",106,"v13",1
"4876","PALAMU","Pulses(Gram,Masuri,Tur,Kurthi,Khesari)","AGRICULTURE",107,"v13",1
"4877","PALAMU","Lentil","AGRICULTURE",108,"v13",1
"4880","PALAMU","mustard","AGRICULTURE",111,"v13",1
"4882","PALAMU","sesame","AGRICULTURE",113,"v13",1
"4883","PALAMU","Tisi","AGRICULTURE",114,"v13",1
"4886","PALAMU","Mahua fruit (private sources)","TREE BASED LIVELIHOOD",203,"v13",1
"4888","PALAMU","Goat ","SHEEP/GOAT REARING",301,"v13",1
"4889","PALAMU","Dairy cattle(Buffalo milk,Cow Milk)","DAIRY CATTLE",401,"v13",1
"4890","PALAMU","Cow ","OTHER LIVESTOCKS",501,"v13",1
"4891","PALAMU","Ox ","OTHER LIVESTOCKS",502,"v13",1
"4905","PALAMU","Perishable goods(Chicken shop, Fish Trader )","TRADE/BUSINESS/SERVICES",803,"v13",1
"4906","PALAMU","Private transport business(tractor,Commander,Balero, Cressor)","TRADE/BUSINESS/SERVICES",804,"v13",1
"4907","PALAMU","Private Clinic","TRADE/BUSINESS/SERVICES",805,"v13",1
"4910","PALAMU","Tent house owner","TRADE/BUSINESS/SERVICES",808,"v13",1
"4911","PALAMU","Local jhola Chhap doctor(local village level doctor)","TRADE/BUSINESS/SERVICES",809,"v13",1
"4912","PALAMU","Owner of Mill for processing of wheat, rice","TRADE/BUSINESS/SERVICES",810,"v13",1
"4927","PALAMU","Govt  Salaried job(Block Development officer,Jharkhand police,Para teacher,College professor,govt teacher,Railway dept(Group D),Army Police, Border secruty force, Bihar Police force.Anganwari sewika)","SALARIED JOB",1001,"v13",1
"4928","PALAMU","Private salaried Job(Driver ,Civil  engineer)","SALARIED JOB",1002,"v13",1
"4930","PALAMU","Social secruty Pension(disabled pension,old age Pension,Widow Pension )","PENSION / REMITTANCES",1101,"v13",1
"4932","PALAMU","local skilled labor (barhi,mistri, rajmistri,sculpture)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"v13",1
"4933","PALAMU","local unskilled labor (stone works, soil related labor,NREGA )","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v13",1
"4936","PALAMU","migratory unskilled labor(building construction, bridge construction, works in cressor) ","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v13",1
"4937","BANKURA","Potato","AGRICULTURE",107,"v13",1
"4944","BANKURA","sale of tree","TREE BASED LIVELIHOOD",204,"v13",1
"4946","BANKURA","Sheep ","SHEEP/GOAT REARING",301,"v13",1
"4947","BANKURA","Goat ","SHEEP/GOAT REARING",302,"v13",1
"4949","BANKURA","Bullock ","OTHER LIVESTOCKS",501,"v13",1
"4950","BANKURA","Buffalo ","OTHER LIVESTOCKS",502,"v13",1
"4951","BANKURA","Duck (Egg and meat)","OTHER LIVESTOCKS",503,"v13",1
"4952","BANKURA","Hen (Egg and meat)","OTHER LIVESTOCKS",504,"v13",1
"4953","BANKURA"," pig","OTHER LIVESTOCKS",505,"v13",1
"4957","BANKURA","Mat (made from leaves of date tree)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"v13",1
"4961","BANKURA","Straw (paddy crop residue)","TRADE/BUSINESS/SERVICES",801,"v13",1
"4963","BANKURA","Perishable goods (vegetable store,tea & sweet stall,Chicken Shop,Pan stall, Bakery )","TRADE/BUSINESS/SERVICES",803,"v13",1
"4964","BANKURA","plough maker","TRADE/BUSINESS/SERVICES",804,"v13",1
"4965","BANKURA","sale of kerosene (from PDS)","TRADE/BUSINESS/SERVICES",805,"v13",1
"4967","BANKURA","Consumer goods (grocery shop,Medicine shop,Dashakarma shop[idols,dieties],Garment shop,shoes shop,Stationary shop,variety shop,Hardware shop,cement & rod shop,fertilizer shop,Tin,Asbestor,  )","TRADE/BUSINESS/SERVICES",807,"v13",1
"4969","BANKURA","Mill Owner (Mill for Processing of Rice & Wheat)","TRADE/BUSINESS/SERVICES",809,"v13",1
"4970","BANKURA","music system rented out for social functions ","TRADE/BUSINESS/SERVICES",810,"v13",1
"4972","BANKURA","Kamar Sal (blacksmith)","TRADE/BUSINESS/SERVICES",812,"v13",1
"4973","BANKURA","Mechanical business (cycle & motor cycle repair shops)","TRADE/BUSINESS/SERVICES",813,"v13",1
"4974","BANKURA","Mobile shop (repairing, recharge )","TRADE/BUSINESS/SERVICES",814,"v13",1
"4975","BANKURA","Construction contractor (Road, Tubewell,House,Drain)","TRADE/BUSINESS/SERVICES",815,"v13",1
"4983","BANKURA","Govt. salaried Job (indian oil corporation,income tax dept, high school teacher, primary teacher,doctor,Railway clerk, central reserve police force,PWD night guard,Supply Inspector,panchayat secretary,ITBM,WBP,BSF,Army,Vetenary compounder,High school teacher,Post office Peon,Health dept,BLRO Peon,Block office,clerk,Kolkata Police,Central Industrial Security Force,School clerk,Railway police force,Supervisor in ICDS,Aganwari teacher,Nursery teacher,BDO,ADO,Post master,Bank Peon,Kangsabati Corporation's employee, Damodar valley corporation)","SALARIED JOB",1001,"v13",1
"4984","BANKURA","Private Salaried Job (Driver,Law clerk,Tata motors,Cook in Military Canteen, Civic police,Engineer,Private Company,Fertilizer factory,Vest Factory,Data entry operator,Iron factory,Advocate,Nurse)","SALARIED JOB",1002,"v13",1
"4987","BANKURA","local agriculture labour (Harvesting & Sowing)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v13",1
"4989","BANKURA","local unskilled labor(NREGA,Roof maker,Helper)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v13",1
"4990","BANKURA","migratory agriculture labor(sowing and harvesting of paddy)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1301,"v13",1
"4991","BANKURA","migratory skilled labor(rajmistri, Circus,woodcutter,Electrical work, Spring Factory,Cressor,Ceramics artist)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1302,"v13",1
"4992","BANKURA","migratory unskilled labor(labor for soil works,road/bridge/building construction,stone chipping, labor in hotel, worker in wholesale shop,labor in mill,helper with truck/bus,power plant,R.N factory)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v13",1
"4993","KACHCHH","Wheat","AGRICULTURE",101,"v14",1
"4994","KACHCHH","Cotton","AGRICULTURE",102,"v14",1
"4996","KACHCHH","Pulses (Mug, Math)","AGRICULTURE",104,"v14",1
"4997","KACHCHH"," Sovin","AGRICULTURE",105,"v14",1
"4998","KACHCHH"," Mustard","AGRICULTURE",106,"v14",1
"4999","KACHCHH"," Castor","AGRICULTURE",107,"v14",1
"5000","KACHCHH"," Groundnut","AGRICULTURE",108,"v14",1
"5001","KACHCHH"," Bajra(Millet)","AGRICULTURE",109,"v14",1
"5003","KACHCHH","Isabgol","AGRICULTURE",111,"v14",1
"5004","KACHCHH"," vegetable (okra,brinjal,chilli,bottle gourd,cucumber,tomato,cabbage)","AGRICULTURE",112,"v14",1
"5016","KACHCHH","charcoal production","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"v14",1
"5027","KACHCHH","sale of wild honey ","NTFP COLLECTION",901,"v14",1
"5032","KACHCHH","local Agriculture Labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v14",1
"5037","KACHCHH","migratory unskilled labor (factory)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v14",1
"5038","DEVAS"," paddy ","AGRICULTURE",101,"v14",1
"5039","DEVAS","Wheat","AGRICULTURE",102,"v14",1
"5040","DEVAS","pluses( Chawla,Urad,Moong)","AGRICULTURE",103,"v14",1
"5041","DEVAS","Tilli","AGRICULTURE",104,"v14",1
"5042","DEVAS","groundnut","AGRICULTURE",105,"v14",1
"5043","DEVAS","chillies","AGRICULTURE",106,"v14",1
"5044","DEVAS","jowar","AGRICULTURE",107,"v14",1
"5045","DEVAS","maize","AGRICULTURE",108,"v14",1
"5046","DEVAS","cotton","AGRICULTURE",109,"v14",1
"5047","DEVAS","Soyabean","AGRICULTURE",110,"v14",1
"5048","DEVAS","onion","AGRICULTURE",111,"v14",1
"5049","DEVAS","potato","AGRICULTURE",112,"v14",1
"5050","DEVAS","vegetable sale(garlic,gobi,batla,bitter gourd,balr,coriander,gawarfali,tumadi,chavlafali,fenugreek,raddish,carrot,spinach,tomato,surjnafali,giki,okra)","AGRICULTURE",113,"v14",1
"5051","DEVAS"," goat ","SHEEP/GOAT REARING",301,"v14",1
"5053","DEVAS","Dairy milk (from cow and buffalo) ","DAIRY CATTLE",401,"v14",1
"5054","DEVAS","hen ","OTHER LIVESTOCKS",501,"v14",1
"5055","DEVAS","bullocks","OTHER LIVESTOCKS",502,"v14",1
"5058","DEVAS","bamboo products (tokani and tat)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"v14",1
"5060","DEVAS","Mahua (liquor)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",703,"v14",1
"5062","DEVAS","Rassi Banana(rope making)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",705,"v14",1
"5064","DEVAS","Gobar khad (sale of cowdung )","HOME PRODUCTION(SMALL-SCALE PROCESSING)",707,"v14",1
"5065","DEVAS","Consumer goods (grocery store,flour mill)","TRADE/BUSINESS/SERVICES",801,"v14",1
"5067","DEVAS","Kamkaji Lakadi (sale of small timber)","TRADE/BUSINESS/SERVICES",803,"v14",1
"5068","DEVAS","construction contractor","TRADE/BUSINESS/SERVICES",804,"v14",1
"5075","DEVAS","Mahua fruit","NTFP COLLECTION",904,"v14",1
"5076","DEVAS","Government Salaried job(Choukidar,Aanganwadi Teacher,Forest Guard,M.P. police,School Teacher,Army,Patwari ","SALARIED JOB",1001,"v14",1
"5077","DEVAS","Private salaried job(doctor, truck driver)","SALARIED JOB",1002,"v14",1
"5079","DEVAS","Social Security Pension(widow pension,old age pension)","PENSION / REMITTANCES",1101,"v14",1
"5080","DEVAS","local agricultural labor (Hal chalana, bakhakhar chalana, kud-kachra saaf karna, buwai karna, nindai karna, dore chalana, dawai chhidkaw,pani chalana,faslo ki katai,kapas ki bunai, udhara(group agri labor))","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v14",1
"5081","DEVAS","Bandhua mazdoor(bonded labor)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"v14",1
"5082","DEVAS","local unskilled labor(saja-munafa,podha ropan, med bandi,Tendu-Patta)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v14",1
"5083","DEVAS","local skilled labor(  carpenter,mistri, woodcutter)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1204,"v14",1
"5086","DEVAS","migratory unskilled labor (labor in company)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v14",1
"5088","KHANDWA","Maize","AGRICULTURE",102,"v14",1
"5090","KHANDWA"," Wheat ","AGRICULTURE",104,"v14",1
"5091","KHANDWA"," Pulses ( Chana,Chawala, Masoor, Mung,Tuwar, Urad)","AGRICULTURE",105,"v14",1
"5092","KHANDWA"," vegetable(ballar, brinjal, okra,giki,pumpkin,fenugreek,spinach,tomato,chillies,bottlegourd,raddish,carrot)","AGRICULTURE",106,"v14",1
"5093","KHANDWA"," Cotton","AGRICULTURE",107,"v14",1
"5095","KHANDWA"," Soyabean ","AGRICULTURE",109,"v14",1
"5096","KHANDWA","Sugarcane","AGRICULTURE",110,"v14",1
"5098","KHANDWA"," banana","TREE BASED LIVELIHOOD",201,"v14",1
"5099","KHANDWA"," Mahuwa flower","TREE BASED LIVELIHOOD",202,"v14",1
"5100","KHANDWA"," goat","SHEEP/GOAT REARING",301,"v14",1
"5101","KHANDWA","Dairy (cow milk,buffalo milk)","DAIRY CATTLE",401,"v14",1
"5102","KHANDWA"," bullocks","OTHER LIVESTOCKS",501,"v14",1
"5103","KHANDWA"," hen","OTHER LIVESTOCKS",502,"v14",1
"5106","KHANDWA","mahua liquor","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"v14",1
"5108","KHANDWA","Consumer goods (cloth shop,flourmill,grocery store(kirana shop),fertilizer shop  ,multi hardware shop,medical shop,pesticide shop,xerox shop,electronic shop, petrol pump)","TRADE/BUSINESS/SERVICES",801,"v14",1
"5112","KHANDWA","stitching ","TRADE/BUSINESS/SERVICES",805,"v14",1
"5124","KHANDWA","Government Salaried job(ASHA worker,Rojgar Sahayak,Post men, Police (Constable ),Teacher ( primary School,middle school,secondary school),Panchayat Sachiv,Army personnel,Forest Guard,Aganwadi Worker,peon in collectorate, siksha karmi,Govt . Peon,govt water supplyer,Peon  in Govt . Agriculture  dept)","SALARIED JOB",1001,"v14",1
"5125","KHANDWA","Private salaried job (Bus Conductor ,Development officer in NGO,Paraworker,private school teacher,driver )","SALARIED JOB",1002,"v14",1
"5126","KHANDWA","Govt./Private retirement pension ","SALARIED JOB",1003,"v14",1
"5127","KHANDWA","social securty pension (Handicap, widow, Old age ) ","PENSION / REMITTANCES",1101,"v14",1
"5128","KHANDWA","local agriculture labor (sugarcane,soyabean and wheat harvesting)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v14",1
"5129","KHANDWA","local skilled labor (Mason, Carpenter)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"v14",1
"5130","KHANDWA","local unskilled labor (NREGA labor,labor for collecting tendu leaves)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v14",1
"5131","KHANDWA","migration for agriculture labor( wheat,soyabean and sugarcane harvesting)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1301,"v14",1
"5133","KHANDWA","migration for unskilled labor(construction site,Labor in private Company)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v14",1
"5134","MAHBUBNAGAR","rice ","AGRICULTURE",101,"v14",1
"5135","MAHBUBNAGAR","sorghum","AGRICULTURE",102,"v14",1
"5137","MAHBUBNAGAR","pulses(blackgram,greengram,redgram,bengalgram,horsegram)","AGRICULTURE",104,"v14",1
"5138","MAHBUBNAGAR","ground nut","AGRICULTURE",105,"v14",1
"5140","MAHBUBNAGAR","sun flower","AGRICULTURE",107,"v14",1
"5143","MAHBUBNAGAR","sajja(type of sorghum)","AGRICULTURE",110,"v14",1
"5145","MAHBUBNAGAR","vegetable(tomato,brinjal,onion,okra,chilli,bittergourd,sorakaya(type of brinjal),keera,beera(type of bitter gourd),potato,fenugreek,spinach and coriander)","AGRICULTURE",112,"v14",1
"5146","MAHBUBNAGAR","guava","TREE BASED LIVELIHOOD",201,"v14",1
"5148","MAHBUBNAGAR","orange orchard  (owner)","TREE BASED LIVELIHOOD",203,"v14",1
"5149","MAHBUBNAGAR","custerd apple","TREE BASED LIVELIHOOD",204,"v14",1
"5151","MAHBUBNAGAR","mango orchard  (owner)","TREE BASED LIVELIHOOD",206,"v14",1
"5152","MAHBUBNAGAR","lemon","TREE BASED LIVELIHOOD",207,"v14",1
"5154","MAHBUBNAGAR","goat for meat","SHEEP/GOAT REARING",301,"v14",1
"5155","MAHBUBNAGAR","sheep for meat","SHEEP/GOAT REARING",302,"v14",1
"5156","MAHBUBNAGAR","cow for milk","DAIRY CATTLE",401,"v14",1
"5157","MAHBUBNAGAR","bullocks","DAIRY CATTLE",402,"v14",1
